_id_x,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,Neighborhood,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y,_id_y,Id,Estimate; Total,Margin of Error; Total
3158023,324592300,23174273,6,2023-11-02T12:50:00,"600 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201.0,6.0,6.0,-79.99740883167522,40.44153322225253,17,17,4060.0,458.026200123
3158024,324600584,23174294,6,2023-11-01T15:36:00,"600 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201.0,6.0,6.0,-79.99740883167522,40.44153322225253,17,17,4060.0,458.026200123
3158025,324603622,23174314,6,2023-10-27T19:13:00,"600 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201.0,6.0,6.0,-79.99740883167522,40.44153322225253,17,17,4060.0,458.026200123
3158042,323128489,23161709,0,2023-10-11T15:18:00,"1100 Block Amanda St Pittsburgh, PA 15210",Y,Central Business District,2,99,2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent,201.0,4.0,3.0,-79.98927497106405,40.40548317347655,17,17,4060.0,458.026200123
3158044,323295047,23163232,0,2023-10-14T02:05:00,"S 14th St & E Carson St Pittsburgh, PA 15203",Y,Central Business District,2,AGRICULTURAL VANDALISM,3309 Driving on Roadways Laned for Traffic. / 3733 Fleeing or Attempting to Elude Police Officer / 3308 One-Way Roadways and Rotary Traffic Islands. / 3111 Obedience to Traffic-Control Devices. / 3736 Reckless Driving / 3367 Racing on Highways.,201.0,3.0,3.0,-79.98414904704178,40.42880714577045,17,17,4060.0,458.026200123
3158045,323425202,23164250,14,2023-10-16T07:30:00,"Fort Duquesne Blvd & 9th St Pittsburgh, PA 15222",Y,Central Business District,2,CRIM MISCHIEF,3304 Criminal Mischief.,201.0,6.0,6.0,-79.99901818814416,40.44519417058647,17,17,4060.0,458.026200123
3158063,324563895,23174114,0,2023-11-02T06:39:00,"600 Block William Penn Pl Pittsburgh, PA 15219",Y,Central Business District,2,99,9998 Overdose Other,201.0,6.0,6.0,-79.9967621399402,40.44114128100822,17,17,4060.0,458.026200123
3158084,323265669,23162766,0,2023-10-13T11:50:00,"200 Block 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): Suspicous Person,201.0,6.0,6.0,-80.00207710815553,40.44123639882767,17,17,4060.0,458.026200123
3158089,324057633,23169781,10,2023-10-25T18:29:00,"1800 Block Pioneer Ave Pittsburgh, PA 15226",Y,Central Business District,6,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace ,1917.0,4.0,5.0,-80.01528029341323,40.40557287138138,17,17,4060.0,458.026200123
3158110,323092968,23161355,17,2023-10-10T21:45:00,"600 Block Liberty Ave Pittsburgh, PA 15222",Y,Central Business District,2,OPEN LEWDNESS,5901 Open Lewdness. / 601.16 Public Urination And Defecation,201.0,6.0,6.0,-80.00162376467925,40.44178095471391,17,17,4060.0,458.026200123
3158128,322794760,23159429,24,2023-10-07T01:20:00,"800 Block Penn Ave Pittsburgh, PA 15222",Y,Central Business District,2,DISORDERLY CONDUCT,5503 Disorderly Conduct. / 5101 Obstructing Admin. of Law  / 9012 Non-Violent Domestic / 4914 False Identification to Law Enforcement Authorities,201.0,6.0,6.0,-79.99909608680433,40.443298681206606,17,17,4060.0,458.026200123
3158142,324724187,23175717,23,2023-11-05T00:15:00,"300 Block N Shore Dr Dr Pittsburgh, PA 15212",Y,Central Business District,1,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503 Disorderly Conduct. / 5507 Obstructing Highways and Passages. / 601.12 Interference with Official Duties,201.0,1.0,1.0,-80.00963634854578,40.454910356150975,17,17,4060.0,458.026200123
3158148,324099064,23169781,10,2023-10-25T18:29:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Business District,6,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 907 Possessing Instruments of Crime.,1917.0,6.0,6.0,-79.99688178462712,40.43480407292362,17,17,4060.0,458.026200123
3158155,324132650,23170476,10,2023-10-26T17:20:00,"Smithfield St & 4th Ave Pittsburgh, PA 15222",N,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",201.0,6.0,6.0,-79.99954725828158,40.43873268455722,17,17,4060.0,458.026200123
3158167,323978188,23169247,99,2023-10-24T22:00:00,"600 Block William Penn Pl Pittsburgh, PA 15219",N,Central Business District,2,AIDED CASE,9497 Aided Case,201.0,6.0,6.0,-79.9967621399402,40.44114128100822,17,17,4060.0,458.026200123
3158176,324093190,23170117,6,2023-10-26T10:30:00,"500 Block William Penn Pl Pittsburgh, PA 15219",N,Central Business District,2,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",201.0,,,,,17,17,4060.0,458.026200123
3158178,324179796,23170127,11,2023-10-26T10:35:00,"100 Block 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,CREDIT CARDS,4106 Access Device Fraud,201.0,6.0,6.0,-80.00287657553382,40.44141412630589,17,17,4060.0,458.026200123
3158179,324191221,23170890,24,2023-10-27T14:00:00,"300 Block Blvd Of The Allies Pittsburgh, PA 15222",N,Central Business District,2,FALSE ALARMS AGENCIES PUB SAF,4905 False Alarms to Agencies of Public Safety.,201.0,6.0,6.0,-80.00185666391744,40.43809912247293,17,17,4060.0,458.026200123
3154972,324571775,23174140,0,2023-11-02T08:25:00,"Vensel Way & Embury St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,99,9999 9999 - (Misc. Incident): Dispatch deer,2715.0,1.0,1.0,-80.0291225817028,40.47291629007788,50,50,6195.0,737.094295189
3155064,322802597,23159551,0,2023-10-07T09:55:00,"2800 Block Brighton Rd Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9999 9999 - (Misc. Incident): ,2715.0,1.0,1.0,-80.01742357315467,40.47250474614992,50,50,6195.0,737.094295189
3155085,323320368,23163674,6,2023-10-14T23:31:00,"1300 Block Woods Run Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,THEFT FROM AUTO,3934 Theft from Vehicle / 3503 Criminal Trespass,2715.0,,,-79.88299772238544,40.44622031994139,50,50,6195.0,737.094295189
3155090,323591619,23165817,10,2023-10-18T21:42:00,"2600 Block Shadeland Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,SIMPLE ASSAULT,2701 Simple Assault.,2704.0,,,,,50,50,6195.0,737.094295189
3155232,323634547,23159974,9,2023-10-08T03:28:00,"900 Block 2nd Ave Pittsburgh, PA 15219",Y,Marshall-Shadeland,2,TAMPER WITH/FAB PHYS EVIDENCE,4910 Tampering with or Fabricating Physical Evidence. / 6106 Firearms not to be Carried without a License. / 5101 Obstructing Admin. of Law ,103.0,6.0,6.0,-79.99318468129471,40.43507182089466,50,50,6195.0,737.094295189
3155348,323286082,23163037,0,2023-10-13T17:20:00,"1100 Block New Hampshire Dr Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9994 PFA Service,2704.0,1.0,1.0,-80.02572602127425,40.4663049746871,50,50,6195.0,737.094295189
3155462,323659640,23166188,27,2023-10-19T14:00:00,"1200 Block Hodgkiss St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2704.0,1.0,1.0,-80.0268902150362,40.46767648494316,50,50,6195.0,737.094295189
3155602,323409285,23164302,0,2023-10-16T13:35:00,"1100 Block New Hampshire Dr Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9994 PFA Service,2704.0,1.0,1.0,-80.02572602127425,40.4663049746871,50,50,6195.0,737.094295189
3155634,323697054,23166651,10,2023-10-20T10:05:00,"3100 Block Shadeland Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,TERRORISTIC THREATS,"2706 Terroristic Threats. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2715.0,1.0,1.0,-80.03143332166242,40.47333758231309,50,50,6195.0,737.094295189
3155715,322803315,23159579,6,2023-10-07T10:31:00,"3200 Block Brighton Rte Pittsburgh, PA 15212",N,Marshall-Shadeland,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,2715.0,1.0,1.0,-80.0311081163317,40.47578918226096,50,50,6195.0,737.094295189
3155717,322807243,23159686,10,2023-10-07T16:10:00,"1100 Block Woodland Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,TERRORISTIC THREATS,2706 Terroristic Threats.,2715.0,1.0,1.0,-80.02620367255741,40.47013111134115,50,50,6195.0,737.094295189
3155816,323756648,23167491,99,2023-10-21T19:42:00,"1100 Block Langtry St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,AIDED CASE,9497 Aided Case,2715.0,1.0,1.0,-80.02819009845537,40.477429563660486,50,50,6195.0,737.094295189
3155833,324685253,23175031,10,2023-11-03T18:02:00,"2900 Block Hartman St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,HARRASSMENT,2709(a) Harassment.,2715.0,1.0,1.0,-80.03145414053421,40.47050450257777,50,50,6195.0,737.094295189
3155899,322931663,23160850,0,2023-10-09T23:20:00,"3100 Block Westborn St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9998 Overdose Other,2715.0,1.0,1.0,-80.02876870466382,40.47367879168494,50,50,6195.0,737.094295189
3155913,323819366,23168189,5,2023-10-23T07:10:00,"1500 Block Superior Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,BURGLARY,3502 Burglary. / 3304 Criminal Mischief.,2715.0,1.0,1.0,-80.03240391629551,40.46647218784107,50,50,6195.0,737.094295189
3155973,323509855,23094150,99,2023-10-17T17:05:00,"East Ohio St & Nash St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,ARREST ON ATTACHMENT ORDER,9015 Failure To Appear/Arrest on Attachment Order,2715.0,1.0,1.0,-79.99823159790749,40.45389459365243,50,50,6195.0,737.094295189
3155983,323750366,23167404,10,2023-10-21T16:43:00,"Woodland Ave & Mullins St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,SIMPLE ASSAULT,2701 Simple Assault.,2715.0,1.0,1.0,-80.03147499092296,40.4688245008041,50,50,6195.0,737.094295189
3156052,324057292,23169813,0,2023-10-25T19:23:00,"1200 Block Dickson St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,8106 Shots Fired,2715.0,1.0,1.0,-80.02807904414419,40.47021429472768,50,50,6195.0,737.094295189
3156059,323658800,23166289,4,2023-10-15T02:15:00,"1700 Block Eckert St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,AGG-ASSAULT,2702 Aggravated Assault.,2704.0,1.0,1.0,-80.03657380743998,40.471776670643536,50,50,6195.0,737.094295189
3156137,324674914,23174929,10,2023-11-03T15:07:00,"Central Ave & Woods Run Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,SIMPLE ASSAULT,2701 Simple Assault.,2715.0,1.0,1.0,-80.03009009024935,40.47659319276106,50,50,6195.0,737.094295189
3156192,324241582,23171645,0,2023-10-27T16:00:00,"2800 Block Brighton Rd Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9999 9999 - (Misc. Incident): Possible Child Abuse,2715.0,1.0,1.0,-80.01742357315467,40.47250474614992,50,50,6195.0,737.094295189
3156205,322805548,23159627,14,2023-10-07T10:12:00,"3100 Block Westborn St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,CRIM MISCHIEF,3304 Criminal Mischief. / 8106 Shots Fired,2715.0,1.0,1.0,-80.02876870466382,40.47367879168494,50,50,6195.0,737.094295189
3156270,324436411,23173036,0,2023-10-31T09:52:00,"1300 Block Highwood St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9999 9999 - (Misc. Incident): ,2704.0,1.0,1.0,-80.03022390522763,40.46745229298377,50,50,6195.0,737.094295189
3156404,323945255,23168887,99,2023-10-24T10:38:00,"800 Block Grand Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,2715.0,1.0,1.0,-80.02227043248533,40.476498571281496,50,50,6195.0,737.094295189
3156514,322759634,23158993,99,2023-10-06T10:37:00,"1400 Block Dickson St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2715.0,1.0,1.0,-80.03188998798136,40.46968757997779,50,50,6195.0,737.094295189
3156622,323043420,23161323,10,2023-10-10T20:06:00,"2800 Block Stayton St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(a.1)(1)(ii) Cyber Harassment Of A Child Through An Electronic Social Media Service: Threat To Inflict Harm,2715.0,1.0,1.0,-80.02740774254518,40.47037057750233,50,50,6195.0,737.094295189
3156656,324686030,23175058,0,2023-11-03T18:46:00,"1100 Block Marshall Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,8106 Shots Fired,2704.0,1.0,1.0,-80.02505084614484,40.46688375306826,50,50,6195.0,737.094295189
3156745,324390541,23171617,10,2023-10-28T18:20:00,"1300 Block Superior Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,SIMPLE ASSAULT,2701 Simple Assault.,2704.0,1.0,1.0,-80.0298823835126,40.468019530879225,50,50,6195.0,737.094295189
3156849,324349002,23172644,10,2023-10-30T14:10:00,"1400 Block Marshall Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,HARRASSMENT,2709 Harassment (Non-Specific),2704.0,1.0,1.0,-80.02970226644126,40.46306534340484,50,50,6195.0,737.094295189
3156873,323310283,23163451,0,2023-10-14T14:17:00,"2600 Block Brighton Rd Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,3334 Turning Movements and Required Signals. / 627.02(b)(i) Possessing a small amount of marijuana / 4728 Display of Certificate of Inspection. / 1301 Registration and Certificate of Title Required.,2715.0,6.0,1.0,-80.02518065987385,40.46809382949726,50,50,6195.0,737.094295189
3156881,324457304,23173403,6,2023-10-31T21:00:00,"1400 Block Evandale Rd Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 2706 Terroristic Threats. / 2709 Harassment (Non-Specific) / 3304 Criminal Mischief. / 2709(b) Stalking,2715.0,1.0,1.0,-80.03204662408943,40.47017271149086,50,50,6195.0,737.094295189
3156882,324458526,23173445,14,2023-11-01T00:10:00,"2400 Block California Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2704.0,1.0,1.0,-80.03200362089706,40.46387920366729,50,50,6195.0,737.094295189
3156914,324671690,23174916,0,2023-11-03T14:30:00,"2900 Block Mullins St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9994 PFA Service,2715.0,1.0,1.0,-80.03196305709707,40.47041132402104,50,50,6195.0,737.094295189
3156960,323380121,23159974,9,2023-10-08T03:28:00,"900 Block 2nd Ave Pittsburgh, PA 15219",Y,Marshall-Shadeland,2,TAMPER WITH/FAB PHYS EVIDENCE,"4910 Tampering with or Fabricating Physical Evidence. / 6106 Firearms not to be Carried without a License. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 4581 Restraint Systems. / 3334 Turning Movements and Required Signals. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 4524 Windshield Obstructions and Wipers.",103.0,6.0,6.0,-79.99318468129471,40.43507182089466,50,50,6195.0,737.094295189
3157219,322848589,23160254,3,2023-10-08T18:58:00,"1400 Block Evandale Rd Pittsburgh, PA 15212",N,Marshall-Shadeland,1,ROBBERY,3702 Robbery of Motor Vehicle. / 3701 Robbery. / 2706 Terroristic Threats.,2715.0,1.0,1.0,-80.03204662408943,40.47017271149086,50,50,6195.0,737.094295189
3157369,323968623,23169118,6,2023-10-06T12:00:00,"1500 Block Geyer Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2715.0,1.0,1.0,-80.03448575839921,40.47310081725339,50,50,6195.0,737.094295189
3157373,322821251,23159974,9,2023-10-08T03:28:00,"Beaver Ave & Preble Ave Pittsburgh, PA 15233",Y,Marshall-Shadeland,2,TAMPER WITH/FAB PHYS EVIDENCE,"4910 Tampering with or Fabricating Physical Evidence. / 6106 Firearms not to be Carried without a License. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 1799 Restraint System. / 3334 Turning Movements and Required Signals. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 4524 Windshield Obstructions and Wipers.",103.0,1.0,1.0,-80.03556207748805,40.46490018525446,50,50,6195.0,737.094295189
3157449,323792846,23168010,10,2023-10-22T19:10:00,"1300 Block Complete St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,SIMPLE ASSAULT,2701 Simple Assault. / 2706 Terroristic Threats. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2715.0,,,,,50,50,6195.0,737.094295189
3157470,324200429,23171005,0,2023-10-25T11:00:00,"2600 Block Shadeland Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,99,2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent,2715.0,,,,,50,50,6195.0,737.094295189
3157519,324366535,23172818,6,2023-10-28T11:00:00,"1000 Block Rothpletz St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2715.0,1.0,1.0,-80.0233996354716,40.47638956018558,50,50,6195.0,737.094295189
3157525,323765858,23167678,4,2023-10-22T03:30:00,"1200 Block Dickson St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,SIMPLE ASSAULT,2707.1 Discharge of a Firearm into Occupied Structure / 3304 Criminal Mischief. / 8106 Shots Fired,2715.0,1.0,1.0,-80.02807904414419,40.47021429472768,50,50,6195.0,737.094295189
3157529,324284435,23172395,6,2023-10-29T14:45:00,"1300 Block Woods Run Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3503(a) Criminal Trespass,2715.0,,,-79.88299772238544,40.44622031994139,50,50,6195.0,737.094295189
3157546,323949025,23168942,99,2023-10-23T14:34:00,"3100 Block Brighton Rd Pittsburgh, PA 15212",N,Marshall-Shadeland,1,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,2715.0,1.0,1.0,-80.02883290088623,40.47393592552422,50,50,6195.0,737.094295189
3157571,322843174,23160198,27,2023-10-08T17:00:00,"1200 Block Thelma St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2715.0,1.0,1.0,-80.02716268995106,40.46897791367848,50,50,6195.0,737.094295189
3157582,323954618,23168868,4,2023-10-24T10:03:00,"Geyer Ave & Shadeland Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,AGG-ASSAULT,2702 Aggravated Assault.,2715.0,1.0,1.0,-80.0319048768347,40.47480756659488,50,50,6195.0,737.094295189
3157596,324240877,23171617,10,2023-10-28T18:20:00,"1300 Block Superior Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,SIMPLE ASSAULT,2701 Simple Assault.,2704.0,1.0,1.0,-80.0298823835126,40.468019530879225,50,50,6195.0,737.094295189
3157603,323037011,23161137,14,2023-10-10T15:00:00,"1200 Block Schimmer St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2715.0,,,,,50,50,6195.0,737.094295189
3157865,323975813,23169214,10,2023-10-24T20:02:00,"1500 Block Geyer Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,SIMPLE ASSAULT,2701 Simple Assault.,2715.0,1.0,1.0,-80.03448575839921,40.47310081725339,50,50,6195.0,737.094295189
3157923,324273880,23172323,6,2023-10-29T21:25:00,"3200 Block Brighton Rd Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT FROM AUTO,3934 Theft from Vehicle,2715.0,1.0,1.0,-80.0311081163317,40.47578918226096,50,50,6195.0,737.094295189
3157930,323658930,23166256,99,2023-10-19T17:22:00,"3100 Block Frederick St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2715.0,1.0,1.0,-80.03083397757969,40.47335593521704,50,50,6195.0,737.094295189
3158129,322794920,23159484,99,2023-10-07T04:30:00,"1100 Block Langtry St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,MENTAL 201/302,9498 302 (Mental),2715.0,1.0,1.0,-80.02819009845537,40.477429563660486,50,50,6195.0,737.094295189
3158137,324708423,23175435,0,2023-11-04T13:10:00,"Complete St & Shadeland Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9999 9999 - (Misc. Incident): ,2715.0,1.0,1.0,-80.03145341642568,40.47336732643745,50,50,6195.0,737.094295189
3158170,323314440,23163459,0,2023-10-14T14:38:00,"California Ave & Dickson St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,99,627.02(b)(i) Possessing a small amount of marijuana / 3323 Stop Signs and Yield Signs.,2715.0,1.0,1.0,-80.03553745943722,40.46870855749232,50,50,6195.0,737.094295189
3154978,324446568,23173281,0,2023-10-31T10:45:00,"Forward Ave & Commercial St Pittsburgh, PA 15218",Y,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): ,1408.0,5.0,3.0,-79.9058099276368,40.427660095667775,78,78,16042.0,889.712313054
3155000,-3708000571,23166295,27,2023-10-19T08:00:00,"2100 Block Shady Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1408.0,5.0,3.0,-79.91875216350888,40.434323372826974,78,78,16042.0,889.712313054
3155071,323433350,23164544,0,2023-10-16T09:48:00,"5800 Block Forbes Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): suspicious neighbor,1408.0,5.0,3.0,-79.9228071341134,40.43791098906633,78,78,16042.0,889.712313054
3155075,324119242,23170288,27,2023-10-26T14:15:00,"1900 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1413.0,5.0,3.0,-79.92306794719867,40.43587962230115,78,78,16042.0,889.712313054
3155077,324088037,23170027,14,2023-10-26T05:30:00,"2400 Block Shady Ave Pittsburgh, AR 15217",N,Squirrel Hill South,4,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",1408.0,5.0,3.0,-79.92063686162334,40.43003606531981,78,78,16042.0,889.712313054
3155324,324536269,23173840,99,2023-11-01T17:15:00,"2700 Block Beechwood Blvd Pittsburgh, PA 15217",N,Squirrel Hill South,4,FOUND PROPERTY,9489 Found Property,1414.0,5.0,3.0,-79.91690148923836,40.42600201725089,78,78,16042.0,889.712313054
3155333,323287319,23163000,0,2023-10-13T18:23:00,"5800 Block Darlington Rd Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9998 Overdose Other,1408.0,5.0,3.0,-79.92289380433537,40.436975304916,78,78,16042.0,889.712313054
3155443,324673499,23174924,6,2023-11-03T14:05:00,"Bartlett St & Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT FROM AUTO,3934 Theft from Vehicle,1408.0,5.0,3.0,-79.92288249885301,40.4360294647356,78,78,16042.0,889.712313054
3155464,323660090,23166222,0,2023-10-19T14:45:00,"4600 Block Browns Hill Rd Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,13(a)(12) Obtaining Cont. Subst. by Fraudulent Means,1414.0,,,,,78,78,16042.0,889.712313054
3155467,323716445,23166957,99,2023-10-20T14:15:00,"Darlington Rd & Shady Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1408.0,5.0,3.0,-79.91924067589594,40.43712619984302,78,78,16042.0,889.712313054
3155523,323251321,23162693,6,2023-10-13T09:00:00,"5800 Block Beacon St Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,1408.0,5.0,3.0,-79.92279904355118,40.43475833239107,78,78,16042.0,889.712313054
3155714,322794302,23159435,10,2023-10-07T01:41:00,"3100 Block Beechwood Blvd Pittsburgh, PA 15217",N,Squirrel Hill South,4,TERRORISTIC THREATS,2706 Terroristic Threats.,1414.0,5.0,3.0,-79.92188198388997,40.42100770151233,78,78,16042.0,889.712313054
3155759,323729302,23167076,99,2023-10-21T01:46:00,"5600 Block Beacon St Pittsburgh, PA 15217",N,Squirrel Hill South,4,DOG BITE,9492 Dog Bite,1413.0,5.0,3.0,-79.92738761337134,40.433927252444434,78,78,16042.0,889.712313054
3155808,324135743,23170490,5,2023-10-26T11:30:00,"5800 Block Morrowfield Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,BURGLARY,3502 Burglary.,1414.0,5.0,3.0,-79.92532519286794,40.42767021732677,78,78,16042.0,889.712313054
3155855,322846264,23160297,6,2023-10-08T20:32:00,"Alderson St & Maeburn Rd Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3743 Accidents Involving Damage to Attended Veh. or Property,1414.0,5.0,3.0,-79.923660455733,40.42877818958051,78,78,16042.0,889.712313054
3155870,323778917,23167834,0,2023-10-22T11:15:00,"1700 Block Beechwood Blvd Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): ,1408.0,5.0,3.0,-79.91647272271906,40.43775859425917,78,78,16042.0,889.712313054
3155909,324244201,23171671,6,2023-10-28T19:38:00,"2100 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1413.0,5.0,3.0,-79.92323754745422,40.433514196571934,78,78,16042.0,889.712313054
3155945,323094508,23161588,27,2023-10-10T15:40:00,"Forward Ave & Beechwood Blvd Pittsburgh, PA 15217",N,Squirrel Hill South,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1408.0,5.0,3.0,-79.92809838770275,40.42755578573999,78,78,16042.0,889.712313054
3156055,-3700000872,23170052,14,2023-10-26T07:57:00,"2500 Block Beechwood Blvd Pittsburgh, PA 15217",N,Squirrel Hill South,4,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",1408.0,5.0,3.0,-79.91559186656659,40.43017796076787,78,78,16042.0,889.712313054
3156076,323318006,23163659,5,2023-10-14T22:30:00,"5600 Block Forbes Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,BURGLARY,3502 Burglary.,1413.0,5.0,3.0,-79.92752445275771,40.437877613137296,78,78,16042.0,889.712313054
